DonationID,AlumniID,DonationAmount,DonationType,DonationMethod,DonationDate,Purpose,IsAnonymous,TaxDeductible,RecurringFrequency,Status
DON000287,ALM02772,179,Major Gift,Bank Transfer,2025-04-16,Endowment,False,True,,Completed
DON000288,ALM03473,459,One-Time Gift,Bank Transfer,2024-11-12,Scholarship,False,True,,Completed
DON000289,ALM02506,25000,One-Time Gift,Stock,2024-02-05,Endowment,False,True,,Completed
DON000290,ALM00605,50000,Major Gift,Wire Transfer,2024-01-26,Research,False,True,,Completed
DON000291,ALM00547,54,In-Kind,Credit Card,2025-06-29,Infrastructure,False,True,,Completed
DON000292,ALM01632,354,One-Time Gift,Bank Transfer,2023-11-13,General Fund,False,True,,Completed
DON000293,ALM00761,450,One-Time Gift,Check,2024-05-23,Infrastructure,False,True,Quarterly,Completed
DON000294,ALM03141,459,In-Kind,Bank Transfer,2024-05-11,Endowment,False,True,Quarterly,Completed
DON000295,ALM00465,423,Pledge,Stock,2025-04-02,Endowment,False,True,Quarterly,Completed
DON000296,ALM00135,50000,Pledge,Stock,2025-03-05,Endowment,False,True,Annual,Completed
DON000297,ALM00810,50000,Recurring Monthly,Credit Card,2024-10-27,General Fund,False,True,Monthly,Completed
DON000298,ALM00401,153,Major Gift,Stock,2024-02-02,Scholarship,False,True,,Completed
DON000299,ALM01295,442,Pledge,Credit Card,2024-12-08,Endowment,False,True,,Completed
DON000300,ALM01541,271,In-Kind,Wire Transfer,2024-12-25,Infrastructure,False,True,,Completed
DON000301,ALM01618,286,One-Time Gift,Check,2024-06-01,Scholarship,False,True,,Completed
DON000302,ALM02049,262,Recurring Monthly,Wire Transfer,2025-10-08,Endowment,False,True,,Completed
DON000303,ALM01050,302,Major Gift,Check,2025-09-28,Scholarship,True,True,,Completed
DON000304,ALM01280,469,One-Time Gift,Credit Card,2025-07-23,Infrastructure,True,True,Monthly,Completed
DON000305,ALM01803,443,Recurring Monthly,Credit Card,2025-06-04,General Fund,False,True,,Completed
DON000306,ALM00730,63,In-Kind,Wire Transfer,2024-11-22,Scholarship,False,True,,Declined
DON000307,ALM00113,250000,Recurring Monthly,Check,2024-08-26,Endowment,False,True,,Completed
DON000308,ALM03088,406,Major Gift,Check,2025-10-12,General Fund,True,True,,Completed
DON000309,ALM02506,250000,In-Kind,Bank Transfer,2024-07-26,Infrastructure,False,True,,Completed
DON000310,ALM02956,164,Major Gift,Wire Transfer,2025-09-30,Infrastructure,False,True,,Completed
DON000311,ALM02364,198,In-Kind,Bank Transfer,2024-05-28,Infrastructure,True,True,,Completed
DON000312,ALM00615,206,Pledge,Credit Card,2023-11-19,Research,False,True,,Completed
DON000313,ALM02031,133,Major Gift,Credit Card,2025-05-23,General Fund,False,True,Monthly,Completed
DON000314,ALM00204,358,Recurring Monthly,Wire Transfer,2023-12-28,Research,False,True,,Completed
DON000315,ALM00092,329,Major Gift,Credit Card,2024-05-29,Research,False,True,,Completed
DON000316,ALM02460,414,Major Gift,Check,2024-12-15,Scholarship,False,True,,Pending
DON000317,ALM01148,244,One-Time Gift,Credit Card,2024-09-24,General Fund,False,True,Monthly,Completed
DON000318,ALM00313,204,Pledge,Bank Transfer,2024-07-11,Infrastructure,False,True,Quarterly,Completed
DON000319,ALM01465,25000,Major Gift,Credit Card,2023-12-10,Research,False,True,Monthly,Completed
DON000320,ALM02395,472,In-Kind,Wire Transfer,2025-05-23,Research,True,False,Monthly,Completed
DON000321,ALM02020,396,Recurring Monthly,Wire Transfer,2024-03-25,Scholarship,False,True,,Completed
DON000322,ALM02463,352,Recurring Monthly,Wire Transfer,2025-06-28,Endowment,False,True,,Completed
DON000323,ALM02407,128,Pledge,Credit Card,2024-03-10,General Fund,False,True,Annual,Pending
DON000324,ALM02769,161,Pledge,Credit Card,2024-08-12,General Fund,False,True,,Completed
DON000325,ALM02705,250,Major Gift,Stock,2024-09-02,Scholarship,False,True,,Completed
DON000326,ALM03201,25000,Recurring Monthly,Bank Transfer,2025-02-03,Scholarship,False,True,,Completed
DON000327,ALM03097,127,Pledge,Credit Card,2024-04-11,Research,False,True,,Completed
DON000328,ALM00164,270,Major Gift,Check,2025-09-21,Infrastructure,False,True,,Completed
DON000329,ALM02493,100000,In-Kind,Bank Transfer,2025-01-10,Infrastructure,False,True,Annual,Completed
DON000330,ALM01960,203,Major Gift,Bank Transfer,2024-08-01,Research,False,True,Monthly,Completed
DON000331,ALM00647,10000,Major Gift,Check,2025-08-18,Infrastructure,True,True,Quarterly,Completed
DON000332,ALM01528,10000,Major Gift,Stock,2024-07-30,General Fund,False,True,,Completed
DON000333,ALM00954,385,Pledge,Stock,2025-06-24,Research,False,True,Monthly,Completed
DON000334,ALM00176,330,In-Kind,Bank Transfer,2024-12-28,Endowment,False,True,Monthly,Completed
DON000335,ALM01786,10000,In-Kind,Check,2024-03-05,General Fund,True,True,,Completed
DON000336,ALM00087,309,Pledge,Wire Transfer,2025-09-16,Research,False,True,Quarterly,Completed
DON000337,ALM01626,100000,Pledge,Bank Transfer,2025-06-24,Infrastructure,False,True,,Completed
DON000338,ALM00241,214,Pledge,Credit Card,2024-02-25,General Fund,False,True,,Completed
DON000339,ALM01757,10000,One-Time Gift,Wire Transfer,2025-06-28,Scholarship,False,True,,Completed
DON000340,ALM01343,419,One-Time Gift,Check,2024-09-10,Research,False,True,Monthly,Completed
DON000341,ALM01674,131,Major Gift,Credit Card,2023-12-31,General Fund,False,False,,Completed
DON000342,ALM00576,177,Major Gift,Credit Card,2025-03-27,Research,False,False,,Completed
DON000343,ALM01294,459,In-Kind,Check,2024-06-16,Scholarship,False,True,,Completed
DON000344,ALM01103,238,Recurring Monthly,Check,2025-10-22,General Fund,False,True,,Completed
DON000345,ALM01281,302,Recurring Monthly,Wire Transfer,2025-07-08,Research,True,True,,Completed
DON000346,ALM00477,315,Major Gift,Wire Transfer,2024-12-28,General Fund,False,True,Monthly,Completed
DON000347,ALM02934,250,In-Kind,Check,2024-11-07,General Fund,False,True,Annual,Completed
DON000348,ALM03453,473,One-Time Gift,Bank Transfer,2025-03-01,Infrastructure,False,True,Monthly,Completed
DON000349,ALM01158,100000,Pledge,Check,2025-10-10,Scholarship,True,True,,Completed
DON000350,ALM00777,410,One-Time Gift,Stock,2025-03-25,General Fund,False,True,,Pending
DON000351,ALM01413,412,In-Kind,Stock,2025-06-09,General Fund,False,True,,Completed
DON000352,ALM00528,100000,In-Kind,Bank Transfer,2024-05-21,Scholarship,False,True,,Completed
DON000353,ALM01739,88,Pledge,Credit Card,2025-02-01,Scholarship,False,True,,Completed
DON000354,ALM00662,25000,Major Gift,Check,2024-05-25,Endowment,False,True,,Completed
DON000355,ALM02752,63,One-Time Gift,Wire Transfer,2025-06-19,Scholarship,False,False,,Completed
DON000356,ALM00274,100000,Pledge,Bank Transfer,2024-12-27,General Fund,False,True,Monthly,Completed
DON000357,ALM01845,250000,Major Gift,Bank Transfer,2025-04-29,Infrastructure,True,True,,Completed
DON000358,ALM00203,10000,One-Time Gift,Credit Card,2023-12-23,Infrastructure,False,True,Annual,Completed
DON000359,ALM01701,486,Major Gift,Bank Transfer,2025-02-21,Endowment,False,True,,Completed
DON000360,ALM02455,443,One-Time Gift,Bank Transfer,2025-08-27,General Fund,False,True,,Completed
DON000361,ALM02808,444,Major Gift,Stock,2025-06-28,Infrastructure,False,True,,Completed
DON000362,ALM00414,100000,Major Gift,Wire Transfer,2024-07-08,General Fund,False,False,,Completed
DON000363,ALM01951,10000,Recurring Monthly,Check,2024-07-23,Research,False,True,,Completed
DON000364,ALM02047,250000,One-Time Gift,Bank Transfer,2024-01-25,Scholarship,False,True,,Pending
DON000365,ALM02963,490,Pledge,Wire Transfer,2023-11-22,General Fund,False,True,,Completed
DON000366,ALM00391,10000,Major Gift,Stock,2024-12-21,Scholarship,False,True,,Completed
DON000367,ALM00146,495,Major Gift,Stock,2024-04-26,General Fund,True,True,,Completed
DON000368,ALM02835,56,Pledge,Credit Card,2024-01-19,Research,False,True,Monthly,Completed
DON000369,ALM00486,361,Recurring Monthly,Wire Transfer,2024-12-25,Research,False,True,,Pending
DON000370,ALM00509,355,In-Kind,Check,2024-01-05,General Fund,False,True,,Completed
DON000371,ALM02216,100000,Major Gift,Wire Transfer,2024-06-10,Infrastructure,False,True,,Completed
DON000372,ALM01519,359,One-Time Gift,Bank Transfer,2025-03-08,Endowment,False,True,,Completed
DON000373,ALM03162,416,Pledge,Bank Transfer,2025-04-07,Infrastructure,False,True,Quarterly,Pending
DON000374,ALM01429,442,Major Gift,Wire Transfer,2024-06-19,Research,False,True,Quarterly,Completed
DON000375,ALM00884,403,Major Gift,Credit Card,2024-06-29,Scholarship,False,True,Monthly,Completed
DON000376,ALM01921,64,One-Time Gift,Check,2024-07-14,Research,False,True,,Completed
DON000377,ALM00849,430,Pledge,Wire Transfer,2024-02-02,Endowment,False,True,,Completed
DON000378,ALM02828,317,In-Kind,Stock,2025-01-23,Infrastructure,False,True,,Declined
DON000379,ALM02839,10000,Recurring Monthly,Wire Transfer,2024-12-09,Infrastructure,False,True,Monthly,Completed
DON000380,ALM00687,493,Pledge,Credit Card,2024-08-10,Scholarship,True,True,,Completed
DON000381,ALM00762,50000,In-Kind,Wire Transfer,2024-05-01,Research,False,True,,Completed
DON000382,ALM01906,336,In-Kind,Check,2023-12-08,General Fund,False,True,Quarterly,Completed
DON000383,ALM02141,177,Major Gift,Stock,2024-10-28,Research,False,True,,Completed
DON000384,ALM00507,202,Recurring Monthly,Wire Transfer,2024-04-15,Research,False,True,,Completed
DON000385,ALM03197,65,Recurring Monthly,Credit Card,2024-11-14,Scholarship,False,True,,Completed
DON000386,ALM01362,100000,One-Time Gift,Check,2023-12-07,Infrastructure,False,True,,Completed
DON000387,ALM02977,323,In-Kind,Stock,2024-05-21,Endowment,False,True,,Completed
DON000388,ALM02029,50000,One-Time Gift,Bank Transfer,2024-09-20,Endowment,False,True,,Completed
DON000389,ALM00569,406,Recurring Monthly,Wire Transfer,2024-02-25,General Fund,False,True,Monthly,Declined
DON000390,ALM03193,319,Pledge,Credit Card,2024-05-01,Endowment,False,False,,Completed
DON000391,ALM00507,369,Major Gift,Bank Transfer,2024-09-06,General Fund,False,True,,Pending
DON000392,ALM00653,25000,One-Time Gift,Credit Card,2025-06-29,Scholarship,False,True,Quarterly,Completed
DON000393,ALM01425,221,Pledge,Bank Transfer,2025-09-14,General Fund,False,True,Quarterly,Completed
DON000394,ALM00807,52,Major Gift,Check,2024-04-19,General Fund,False,True,Monthly,Completed
DON000395,ALM01522,100000,Major Gift,Check,2024-01-31,Infrastructure,False,True,,Completed
DON000396,ALM00072,318,In-Kind,Stock,2023-12-11,Scholarship,False,True,,Completed
DON000397,ALM02642,50000,One-Time Gift,Credit Card,2024-03-28,Research,False,True,,Completed
DON000398,ALM00369,25000,In-Kind,Bank Transfer,2025-07-29,Infrastructure,False,True,,Completed
DON000399,ALM03213,331,Pledge,Check,2025-05-23,Scholarship,False,True,,Completed
DON000400,ALM00841,50000,In-Kind,Bank Transfer,2024-06-12,Endowment,False,True,,Completed
DON000401,ALM02569,495,One-Time Gift,Check,2025-06-18,Infrastructure,False,True,,Completed
DON000402,ALM02151,367,Pledge,Stock,2025-09-09,Research,True,True,Monthly,Completed
DON000403,ALM02652,250000,One-Time Gift,Stock,2024-07-01,Research,False,True,,Completed
DON000404,ALM01573,10000,Major Gift,Wire Transfer,2024-09-28,Endowment,True,True,,Completed
DON000405,ALM03172,50000,Major Gift,Stock,2024-02-01,Scholarship,False,True,,Completed
DON000406,ALM01513,134,Recurring Monthly,Credit Card,2025-07-13,General Fund,False,True,,Completed
DON000407,ALM01738,25000,In-Kind,Bank Transfer,2025-01-28,Scholarship,True,True,,Completed
DON000408,ALM00653,327,In-Kind,Bank Transfer,2024-07-10,Research,False,False,,Completed
DON000409,ALM02326,155,Major Gift,Credit Card,2024-09-26,Infrastructure,False,True,,Completed
DON000410,ALM01631,300,Pledge,Check,2024-09-23,Scholarship,False,True,,Completed
DON000411,ALM00751,499,One-Time Gift,Bank Transfer,2025-01-06,Research,False,True,,Completed
DON000412,ALM02319,375,One-Time Gift,Credit Card,2025-06-23,Infrastructure,False,True,,Completed
DON000413,ALM02407,173,Major Gift,Stock,2025-04-12,Endowment,False,True,,Pending
DON000414,ALM01969,66,Pledge,Stock,2024-05-19,Endowment,False,True,,Completed
DON000415,ALM00453,170,Major Gift,Stock,2024-11-10,Scholarship,True,True,Monthly,Completed
DON000416,ALM02025,274,Pledge,Credit Card,2024-09-26,Infrastructure,False,True,Annual,Completed
DON000417,ALM02232,209,Recurring Monthly,Wire Transfer,2024-03-26,Scholarship,False,True,Monthly,Completed
DON000418,ALM00050,459,In-Kind,Wire Transfer,2025-09-14,General Fund,False,True,,Completed
DON000419,ALM01327,270,Pledge,Check,2024-07-25,Infrastructure,False,True,Monthly,Completed
DON000420,ALM02197,50000,Pledge,Wire Transfer,2024-12-15,Infrastructure,False,True,Monthly,Completed
DON000421,ALM02904,168,In-Kind,Wire Transfer,2025-06-18,General Fund,False,True,,Pending
DON000422,ALM00872,95,Major Gift,Bank Transfer,2024-08-30,Scholarship,False,True,,Pending
DON000423,ALM01582,254,One-Time Gift,Stock,2024-10-04,Research,False,True,Monthly,Completed
DON000424,ALM00622,284,Recurring Monthly,Stock,2023-12-22,General Fund,False,True,,Completed
DON000425,ALM01781,136,Recurring Monthly,Wire Transfer,2024-09-25,Research,False,True,Quarterly,Completed
DON000426,ALM00143,296,Major Gift,Check,2024-03-20,General Fund,False,True,,Pending
DON000427,ALM01062,112,One-Time Gift,Check,2024-12-15,Research,False,True,,Completed
DON000428,ALM00540,312,Pledge,Check,2024-02-05,Scholarship,False,True,,Completed
DON000429,ALM00185,312,Major Gift,Credit Card,2024-11-09,General Fund,False,True,,Completed
DON000430,ALM02329,433,Pledge,Check,2025-04-24,Scholarship,False,True,,Completed
DON000431,ALM00094,50000,In-Kind,Stock,2025-07-31,Research,False,True,,Completed
DON000432,ALM03074,50000,One-Time Gift,Bank Transfer,2025-01-20,Scholarship,False,True,,Completed
DON000433,ALM03075,328,In-Kind,Stock,2024-01-10,General Fund,False,True,,Completed
DON000434,ALM01798,209,In-Kind,Credit Card,2025-08-18,General Fund,False,True,,Completed
DON000435,ALM03305,100000,Pledge,Bank Transfer,2024-04-09,General Fund,False,True,Monthly,Pending
DON000436,ALM01489,10000,One-Time Gift,Wire Transfer,2024-06-28,Scholarship,True,True,,Completed
DON000437,ALM02944,245,Recurring Monthly,Check,2025-02-26,Endowment,False,False,,Completed
DON000438,ALM00565,207,One-Time Gift,Bank Transfer,2023-12-10,Infrastructure,False,True,Monthly,Completed
DON000439,ALM02128,65,One-Time Gift,Stock,2025-09-20,Endowment,False,True,,Completed
DON000440,ALM01920,100000,In-Kind,Credit Card,2025-03-12,Infrastructure,False,True,,Completed
DON000441,ALM00069,314,Pledge,Stock,2024-12-07,Endowment,False,True,,Completed
DON000442,ALM01499,254,One-Time Gift,Wire Transfer,2024-03-03,Infrastructure,False,True,,Completed
DON000443,ALM02219,10000,Recurring Monthly,Check,2025-04-21,Endowment,False,True,,Completed
DON000444,ALM01847,50000,Pledge,Check,2025-10-09,Scholarship,True,True,Monthly,Completed
DON000445,ALM01058,372,Major Gift,Credit Card,2025-04-03,Infrastructure,False,True,,Completed
DON000446,ALM02085,229,Pledge,Check,2024-10-02,Infrastructure,False,True,,Completed
DON000447,ALM02794,25000,One-Time Gift,Check,2024-04-05,Endowment,False,True,Quarterly,Pending
DON000448,ALM02334,250000,Major Gift,Wire Transfer,2025-07-05,Endowment,True,True,,Completed
DON000449,ALM03241,100000,Major Gift,Wire Transfer,2025-07-28,General Fund,False,True,Monthly,Completed
DON000450,ALM02381,180,In-Kind,Bank Transfer,2023-12-27,Scholarship,False,True,,Completed
DON000451,ALM00278,25000,Recurring Monthly,Check,2025-03-16,Infrastructure,False,True,,Completed
DON000452,ALM01857,95,Pledge,Credit Card,2025-07-10,General Fund,False,True,,Pending
DON000453,ALM02677,10000,Major Gift,Check,2024-02-05,Infrastructure,False,True,Annual,Completed
DON000454,ALM03482,499,Major Gift,Check,2025-03-01,Research,False,True,Monthly,Declined
DON000455,ALM00662,50000,In-Kind,Stock,2024-05-29,Scholarship,True,True,,Completed
DON000456,ALM02955,211,One-Time Gift,Stock,2023-12-02,Scholarship,False,True,Annual,Completed
DON000457,ALM00003,223,One-Time Gift,Check,2024-06-22,Infrastructure,False,True,,Completed
DON000458,ALM02194,50000,In-Kind,Credit Card,2024-01-18,Endowment,False,True,Quarterly,Completed
DON000459,ALM03277,453,Pledge,Credit Card,2024-05-30,Research,False,True,Monthly,Completed
DON000460,ALM03384,54,Pledge,Bank Transfer,2024-11-29,Research,False,True,,Completed
DON000461,ALM02213,53,Pledge,Bank Transfer,2025-08-17,Endowment,False,True,,Completed
DON000462,ALM01420,10000,One-Time Gift,Stock,2025-10-07,Infrastructure,False,True,,Completed
DON000463,ALM01527,261,One-Time Gift,Check,2025-08-28,General Fund,False,True,,Completed
DON000464,ALM03361,120,In-Kind,Bank Transfer,2025-06-20,Endowment,False,True,,Completed
DON000465,ALM02353,447,Recurring Monthly,Bank Transfer,2024-05-22,General Fund,False,True,,Completed
DON000466,ALM03260,162,Recurring Monthly,Bank Transfer,2024-08-22,Infrastructure,False,True,Monthly,Completed
DON000467,ALM01411,100000,One-Time Gift,Credit Card,2024-03-05,Scholarship,False,True,,Completed
DON000468,ALM01883,100000,In-Kind,Check,2023-12-24,Endowment,False,True,,Completed
DON000469,ALM01056,25000,In-Kind,Credit Card,2023-12-20,Infrastructure,False,True,,Completed
DON000470,ALM03305,383,In-Kind,Stock,2023-12-30,General Fund,False,True,,Completed
DON000471,ALM00046,100000,One-Time Gift,Wire Transfer,2025-04-20,Scholarship,True,True,,Completed
DON000472,ALM02721,25000,Pledge,Bank Transfer,2024-05-29,Infrastructure,False,True,,Completed
DON000473,ALM03269,321,In-Kind,Wire Transfer,2025-10-15,General Fund,False,True,,Completed
DON000474,ALM00614,238,One-Time Gift,Credit Card,2024-12-26,Infrastructure,False,True,,Completed
DON000475,ALM03099,497,Recurring Monthly,Credit Card,2025-02-09,Scholarship,False,True,Quarterly,Completed
DON000476,ALM00385,347,Major Gift,Credit Card,2025-01-05,Scholarship,False,True,,Completed
DON000477,ALM00720,397,Major Gift,Bank Transfer,2025-08-14,Scholarship,False,True,Quarterly,Completed
DON000478,ALM02507,60,Recurring Monthly,Wire Transfer,2024-11-22,General Fund,False,True,Quarterly,Completed
DON000479,ALM00795,250000,One-Time Gift,Bank Transfer,2024-01-07,General Fund,False,True,,Completed
DON000480,ALM00971,65,Pledge,Credit Card,2024-09-01,Infrastructure,False,True,,Completed
DON000481,ALM01171,250000,One-Time Gift,Credit Card,2025-07-03,Endowment,False,True,,Completed
DON000482,ALM00349,258,Major Gift,Stock,2024-04-30,General Fund,False,True,,Declined
DON000483,ALM00035,234,One-Time Gift,Wire Transfer,2024-07-20,Endowment,False,True,,Completed
DON000484,ALM02165,108,One-Time Gift,Check,2024-02-25,Scholarship,False,True,,Completed
DON000485,ALM01066,260,Major Gift,Credit Card,2024-09-10,Research,False,True,,Completed
DON000486,ALM03273,50000,In-Kind,Bank Transfer,2024-04-08,Scholarship,False,True,Annual,Completed
