RSVPID,AlumniID,EventID,RSVPStatus,RSVPDate,GuestCount,SpecialRequirements,CheckInStatus
RSP000359,ALM00430,EVT00054,Not Responded,2024-02-20,3,,Yes
RSP000360,ALM01034,EVT00088,Confirmed,2024-12-16,4,,Yes
RSP000361,ALM00782,EVT00068,Tentative,2024-02-07,1,,Not Yet
RSP000362,ALM03001,EVT00029,Declined,2024-04-23,3,Vegan,Yes
RSP000363,ALM02031,EVT00085,Not Responded,2025-08-14,1,,Yes
RSP000364,ALM01275,EVT00109,Declined,2024-03-11,1,,Yes
RSP000365,ALM02149,EVT00037,Confirmed,2026-03-02,1,,Not Yet
RSP000366,ALM00673,EVT00065,Confirmed,2024-02-15,0,,Yes
RSP000367,ALM00894,EVT00001,Confirmed,2024-09-23,4,,Not Yet
RSP000368,ALM01658,EVT00142,Tentative,2026-03-10,3,,No
RSP000369,ALM01892,EVT00081,Confirmed,2023-12-19,4,,Not Yet
RSP000370,ALM01905,EVT00006,Declined,2024-09-07,0,Vegetarian,Yes
RSP000371,ALM03439,EVT00134,Not Responded,2025-12-18,2,,Not Yet
RSP000372,ALM00398,EVT00145,Declined,2024-11-14,2,,Yes
RSP000373,ALM02249,EVT00049,Tentative,2024-04-26,0,,No
RSP000374,ALM02918,EVT00061,Not Responded,2026-03-06,3,,No
RSP000375,ALM00409,EVT00130,Confirmed,2025-01-10,0,,Not Yet
RSP000376,ALM02376,EVT00053,Tentative,2024-05-26,0,,Not Yet
RSP000377,ALM01396,EVT00135,Declined,2024-05-13,3,,Yes
RSP000378,ALM01700,EVT00025,Not Responded,2025-11-03,0,Vegetarian,Yes
RSP000379,ALM00280,EVT00101,Confirmed,2025-04-19,3,,Yes
RSP000380,ALM00459,EVT00108,Declined,2025-11-20,4,Vegetarian,Yes
RSP000381,ALM03329,EVT00084,Declined,2025-07-31,3,,Yes
RSP000382,ALM01314,EVT00013,Confirmed,2024-12-07,2,Vegetarian,Yes
RSP000383,ALM01836,EVT00136,Confirmed,2024-10-07,2,,Not Yet
RSP000384,ALM00561,EVT00016,Declined,2024-04-01,0,,No
RSP000385,ALM02759,EVT00081,Declined,2023-11-18,3,,Yes
RSP000386,ALM03348,EVT00073,Confirmed,2024-12-15,3,,Yes
RSP000387,ALM03267,EVT00124,Confirmed,2024-04-09,2,,Yes
RSP000388,ALM02927,EVT00079,Declined,2025-08-31,2,,No
RSP000389,ALM02416,EVT00053,Confirmed,2024-03-31,1,,Yes
RSP000390,ALM02050,EVT00055,Not Responded,2026-03-22,3,,Yes
RSP000391,ALM01803,EVT00034,Not Responded,2024-12-20,1,,Yes
RSP000392,ALM03302,EVT00066,Not Responded,2025-07-18,4,,Yes
RSP000393,ALM02985,EVT00144,Not Responded,2025-01-02,3,,Yes
RSP000394,ALM01671,EVT00045,Not Responded,2025-11-17,4,,No
RSP000395,ALM02190,EVT00010,Declined,2025-12-29,1,Vegan,No
RSP000396,ALM00492,EVT00138,Declined,2024-01-06,0,,Yes
RSP000397,ALM02755,EVT00076,Declined,2025-05-15,4,,Yes
RSP000398,ALM02186,EVT00054,Confirmed,2024-03-24,2,,Yes
RSP000399,ALM01057,EVT00121,Tentative,2023-11-29,4,Gluten-Free,Not Yet
RSP000400,ALM03485,EVT00055,Declined,2026-02-06,2,,Yes
RSP000401,ALM02047,EVT00107,Confirmed,2024-07-09,2,,Yes
RSP000402,ALM01624,EVT00112,Confirmed,2025-12-04,2,,Yes
RSP000403,ALM02492,EVT00129,Confirmed,2026-03-21,4,,Yes
RSP000404,ALM02995,EVT00061,Not Responded,2026-01-20,1,,Not Yet
RSP000405,ALM03288,EVT00018,Declined,2024-07-28,3,,Not Yet
RSP000406,ALM01777,EVT00127,Not Responded,2024-10-25,1,,Yes
RSP000407,ALM03111,EVT00033,Tentative,2024-05-09,4,Vegan,No
RSP000408,ALM00496,EVT00099,Confirmed,2024-11-10,4,,No
RSP000409,ALM02601,EVT00084,Not Responded,2025-06-26,1,,Yes
RSP000410,ALM01304,EVT00102,Confirmed,2024-11-24,2,,Yes
RSP000411,ALM00387,EVT00019,Confirmed,2024-05-03,3,Gluten-Free,Not Yet
RSP000412,ALM01467,EVT00025,Confirmed,2025-10-09,1,,Yes
RSP000413,ALM03383,EVT00128,Tentative,2025-08-29,4,,Yes
RSP000414,ALM01956,EVT00120,Tentative,2026-01-16,4,,No
RSP000415,ALM01197,EVT00079,Tentative,2025-09-01,2,,No
RSP000416,ALM00916,EVT00089,Not Responded,2025-01-29,0,,Yes
RSP000417,ALM00864,EVT00070,Tentative,2023-09-20,4,,Yes
RSP000418,ALM00805,EVT00023,Not Responded,2025-01-05,4,Wheelchair Access,Not Yet
RSP000419,ALM02496,EVT00002,Declined,2024-09-28,0,Vegetarian,Yes
RSP000420,ALM02357,EVT00125,Tentative,2024-07-11,4,,Yes
RSP000421,ALM00541,EVT00114,Confirmed,2023-12-02,4,,Not Yet
RSP000422,ALM03475,EVT00013,Declined,2024-11-17,3,,No
RSP000423,ALM00267,EVT00091,Confirmed,2025-04-03,2,Vegetarian,Yes
RSP000424,ALM00606,EVT00088,Confirmed,2025-01-14,2,,Yes
RSP000425,ALM02644,EVT00113,Not Responded,2024-10-02,1,Wheelchair Access,Yes
RSP000426,ALM00201,EVT00068,Tentative,2024-01-24,2,,Yes
RSP000427,ALM00140,EVT00067,Confirmed,2023-11-28,0,,Yes
RSP000428,ALM00237,EVT00113,Not Responded,2024-10-07,0,,Yes
RSP000429,ALM03414,EVT00144,Confirmed,2025-02-11,4,,Yes
RSP000430,ALM00351,EVT00133,Confirmed,2024-01-07,3,,Yes
RSP000431,ALM01567,EVT00099,Not Responded,2024-10-23,1,,Yes
RSP000432,ALM00725,EVT00107,Confirmed,2024-06-24,2,,No
RSP000433,ALM00923,EVT00100,Confirmed,2024-12-05,1,Wheelchair Access,No
RSP000434,ALM01815,EVT00097,Confirmed,2024-08-12,4,,No
RSP000435,ALM01424,EVT00079,Not Responded,2025-09-12,4,,No
RSP000436,ALM00655,EVT00047,Confirmed,2024-08-04,3,Vegan,No
RSP000437,ALM02364,EVT00125,Declined,2024-06-05,3,Vegetarian,Yes
RSP000438,ALM00987,EVT00109,Tentative,2024-01-15,1,Gluten-Free,Yes
RSP000439,ALM02949,EVT00080,Confirmed,2025-07-07,4,,Yes
RSP000440,ALM03496,EVT00038,Confirmed,2026-02-08,3,,No
RSP000441,ALM01547,EVT00061,Confirmed,2026-01-14,4,,Not Yet
RSP000442,ALM01215,EVT00007,Tentative,2024-10-09,2,,Yes
RSP000443,ALM01291,EVT00039,Not Responded,2025-08-01,3,,Yes
RSP000444,ALM00086,EVT00134,Tentative,2025-12-02,2,,Not Yet
RSP000445,ALM00142,EVT00138,Not Responded,2023-11-30,1,,Yes
RSP000446,ALM00340,EVT00143,Declined,2025-04-23,1,,Yes
RSP000447,ALM01733,EVT00019,Tentative,2024-05-05,4,Wheelchair Access,Yes
RSP000448,ALM03125,EVT00086,Tentative,2023-10-13,1,,Yes
RSP000449,ALM02449,EVT00099,Confirmed,2024-11-08,2,Vegan,No
RSP000450,ALM02895,EVT00066,Declined,2025-08-01,2,,Yes
RSP000451,ALM02066,EVT00135,Confirmed,2024-05-11,0,Gluten-Free,No
RSP000452,ALM01198,EVT00133,Tentative,2023-12-21,0,,Yes
RSP000453,ALM03409,EVT00025,Declined,2025-10-15,2,,No
RSP000454,ALM02430,EVT00023,Confirmed,2025-01-06,2,,Yes
RSP000455,ALM00186,EVT00011,Confirmed,2023-10-31,0,Wheelchair Access,Yes
RSP000456,ALM01596,EVT00001,Confirmed,2024-09-04,1,,Yes
RSP000457,ALM01185,EVT00135,Declined,2024-06-09,0,,Yes
RSP000458,ALM02524,EVT00009,Confirmed,2025-06-29,3,,Yes
RSP000459,ALM00076,EVT00019,Not Responded,2024-04-30,4,Gluten-Free,Yes
RSP000460,ALM01829,EVT00039,Confirmed,2025-09-11,2,,Yes
RSP000461,ALM00448,EVT00034,Confirmed,2024-10-31,0,,Yes
RSP000462,ALM01194,EVT00062,Confirmed,2025-08-27,1,Wheelchair Access,Yes
RSP000463,ALM00587,EVT00103,Confirmed,2025-11-25,4,,Not Yet
RSP000464,ALM03214,EVT00014,Not Responded,2025-04-12,0,,Yes
RSP000465,ALM00312,EVT00107,Confirmed,2024-08-05,0,,Yes
RSP000466,ALM01566,EVT00030,Confirmed,2024-10-27,4,,Yes
RSP000467,ALM00828,EVT00134,Confirmed,2025-12-08,4,Gluten-Free,No
RSP000468,ALM03166,EVT00034,Tentative,2024-12-18,0,Vegetarian,Yes
RSP000469,ALM02952,EVT00025,Confirmed,2025-11-16,1,Wheelchair Access,Yes
RSP000470,ALM00217,EVT00052,Tentative,2025-12-24,2,,Yes
RSP000471,ALM01786,EVT00096,Confirmed,2024-08-03,3,,Not Yet
RSP000472,ALM00258,EVT00022,Tentative,2025-12-28,4,,Yes
RSP000473,ALM01758,EVT00033,Confirmed,2024-05-15,2,,Yes
RSP000474,ALM01375,EVT00060,Confirmed,2024-02-05,3,,Yes
RSP000475,ALM01631,EVT00141,Confirmed,2024-05-15,3,,Yes
RSP000476,ALM00754,EVT00078,Confirmed,2024-05-18,3,,Yes
RSP000477,ALM01029,EVT00072,Confirmed,2023-11-24,0,,Yes
RSP000478,ALM01760,EVT00108,Declined,2025-12-01,2,Gluten-Free,Yes
RSP000479,ALM02721,EVT00114,Confirmed,2023-10-31,2,Wheelchair Access,Yes
RSP000480,ALM00050,EVT00056,Not Responded,2024-10-10,4,,Yes
RSP000481,ALM00692,EVT00125,Not Responded,2024-06-04,0,,No
RSP000482,ALM02109,EVT00108,Not Responded,2025-11-08,4,,Yes
RSP000483,ALM01112,EVT00032,Not Responded,2024-10-17,4,,Yes
RSP000484,ALM02629,EVT00026,Confirmed,2025-04-07,4,,Yes
RSP000485,ALM01205,EVT00058,Declined,2024-11-06,1,,Yes
RSP000486,ALM02437,EVT00128,Confirmed,2025-09-08,0,,Yes
RSP000487,ALM02818,EVT00126,Declined,2025-03-28,3,Gluten-Free,Yes
RSP000488,ALM02412,EVT00074,Tentative,2024-11-28,3,,Yes
RSP000489,ALM00159,EVT00059,Declined,2024-08-31,3,Vegan,Yes
RSP000490,ALM03087,EVT00054,Confirmed,2024-02-07,2,,Yes
RSP000491,ALM02503,EVT00050,Not Responded,2026-02-08,0,,Yes
RSP000492,ALM00772,EVT00105,Declined,2025-02-15,4,,No
RSP000493,ALM00483,EVT00033,Confirmed,2024-05-13,0,,Yes
RSP000494,ALM01244,EVT00135,Confirmed,2024-04-23,4,,Yes
RSP000495,ALM00338,EVT00109,Tentative,2024-02-05,0,,Yes
RSP000496,ALM03094,EVT00056,Not Responded,2024-09-09,4,,Yes
RSP000497,ALM03400,EVT00010,Confirmed,2025-12-24,0,,No
RSP000498,ALM00821,EVT00122,Tentative,2024-03-02,4,,Yes
RSP000499,ALM01293,EVT00065,Confirmed,2024-02-27,0,,Yes
RSP000500,ALM00834,EVT00124,Declined,2024-04-20,0,,No
RSP000501,ALM00253,EVT00121,Confirmed,2023-12-03,0,,Yes
RSP000502,ALM00337,EVT00038,Tentative,2026-03-25,2,,Yes
RSP000503,ALM00589,EVT00034,Declined,2024-11-24,1,,Yes
RSP000504,ALM01414,EVT00047,Confirmed,2024-08-05,1,Gluten-Free,No
RSP000505,ALM00605,EVT00081,Not Responded,2024-01-10,4,,Not Yet
RSP000506,ALM02711,EVT00047,Not Responded,2024-08-13,4,,Not Yet
RSP000507,ALM01654,EVT00139,Tentative,2025-04-17,0,,No
RSP000508,ALM01514,EVT00035,Tentative,2025-06-18,4,,Yes
RSP000509,ALM00281,EVT00076,Confirmed,2025-05-20,3,Wheelchair Access,No
RSP000510,ALM02890,EVT00144,Confirmed,2025-01-29,2,,Yes
RSP000511,ALM00312,EVT00068,Declined,2024-01-18,3,Vegetarian,Not Yet
RSP000512,ALM02628,EVT00058,Not Responded,2024-11-16,1,,Yes
RSP000513,ALM02932,EVT00134,Confirmed,2025-11-23,3,,No
RSP000514,ALM03044,EVT00006,Confirmed,2024-10-08,4,,Yes
RSP000515,ALM02894,EVT00040,Confirmed,2026-01-03,4,Vegan,No
RSP000516,ALM02350,EVT00030,Confirmed,2024-10-29,4,Vegan,Not Yet
RSP000517,ALM03203,EVT00015,Not Responded,2024-06-07,1,,No
RSP000518,ALM00349,EVT00086,Confirmed,2023-11-19,1,,Not Yet
RSP000519,ALM00124,EVT00018,Confirmed,2024-07-22,0,,Yes
RSP000520,ALM02189,EVT00010,Tentative,2025-12-17,2,,Yes
RSP000521,ALM01405,EVT00035,Confirmed,2025-06-04,3,Vegan,Yes
RSP000522,ALM03488,EVT00073,Not Responded,2024-12-28,2,,Yes
RSP000523,ALM00153,EVT00149,Confirmed,2025-06-22,1,,Yes
RSP000524,ALM01509,EVT00008,Declined,2024-04-13,4,,Not Yet
RSP000525,ALM01849,EVT00132,Declined,2023-11-28,4,,Yes
RSP000526,ALM03152,EVT00093,Declined,2025-08-05,2,,Yes
RSP000527,ALM03009,EVT00043,Not Responded,2026-03-13,2,Vegan,Yes
RSP000528,ALM02426,EVT00051,Confirmed,2024-11-26,1,,No
RSP000529,ALM00364,EVT00050,Not Responded,2026-01-09,2,,No
RSP000530,ALM02096,EVT00137,Not Responded,2024-02-25,2,Wheelchair Access,Yes
RSP000531,ALM03258,EVT00088,Confirmed,2024-12-08,3,,No
RSP000532,ALM03292,EVT00107,Tentative,2024-06-23,3,,Not Yet
RSP000533,ALM02091,EVT00093,Confirmed,2025-08-02,1,,Yes
RSP000534,ALM01070,EVT00085,Declined,2025-08-11,3,Vegetarian,Not Yet
RSP000535,ALM00486,EVT00105,Declined,2025-04-07,0,,No
RSP000536,ALM00084,EVT00111,Declined,2024-03-23,1,,Yes
RSP000537,ALM00129,EVT00043,Declined,2026-03-03,3,,No
RSP000538,ALM02203,EVT00012,Tentative,2025-05-07,4,,Yes
RSP000539,ALM03353,EVT00101,Declined,2025-05-10,4,,Yes
RSP000540,ALM02909,EVT00022,Declined,2025-12-28,2,Vegan,No
RSP000541,ALM03066,EVT00078,Declined,2024-06-15,2,,Yes
RSP000542,ALM03243,EVT00086,Tentative,2023-12-07,1,Vegetarian,Not Yet
RSP000543,ALM01128,EVT00073,Confirmed,2024-12-12,0,,No
RSP000544,ALM01965,EVT00102,Confirmed,2024-11-22,0,,Not Yet
RSP000545,ALM00719,EVT00043,Declined,2026-02-24,1,,Yes
RSP000546,ALM01799,EVT00096,Not Responded,2024-08-30,4,Gluten-Free,Not Yet
RSP000547,ALM01811,EVT00094,Confirmed,2024-04-05,2,,Yes
RSP000548,ALM01260,EVT00058,Confirmed,2024-12-06,2,,Yes
RSP000549,ALM02056,EVT00142,Not Responded,2026-03-16,1,Vegetarian,No
RSP000550,ALM01014,EVT00079,Tentative,2025-08-31,2,,Not Yet
RSP000551,ALM02903,EVT00085,Confirmed,2025-06-24,3,,Yes
RSP000552,ALM00732,EVT00078,Declined,2024-05-13,3,,Yes
RSP000553,ALM01715,EVT00078,Not Responded,2024-06-22,3,,Yes
RSP000554,ALM01286,EVT00023,Declined,2024-12-24,3,Vegan,Not Yet
RSP000555,ALM01017,EVT00093,Not Responded,2025-06-26,0,,Yes
RSP000556,ALM02286,EVT00037,Not Responded,2026-03-03,2,,Not Yet
RSP000557,ALM00627,EVT00144,Not Responded,2025-02-04,4,,Yes
RSP000558,ALM03067,EVT00090,Tentative,2024-08-23,1,,Not Yet
RSP000559,ALM01797,EVT00077,Confirmed,2025-06-19,1,,Yes
RSP000560,ALM03018,EVT00140,Confirmed,2024-02-14,0,,No
RSP000561,ALM02848,EVT00122,Tentative,2024-04-14,0,,No
RSP000562,ALM00585,EVT00065,Declined,2024-02-27,3,,Not Yet
RSP000563,ALM00948,EVT00019,Not Responded,2024-04-11,4,,Not Yet
RSP000564,ALM03490,EVT00106,Tentative,2025-04-19,2,Vegan,Yes
RSP000565,ALM02904,EVT00053,Not Responded,2024-05-25,3,,Yes
RSP000566,ALM02331,EVT00102,Not Responded,2024-12-19,0,,Yes
RSP000567,ALM03362,EVT00150,Tentative,2026-02-17,1,,No
RSP000568,ALM00262,EVT00058,Declined,2024-11-08,4,,Yes
RSP000569,ALM00358,EVT00039,Declined,2025-08-11,1,Gluten-Free,Yes
RSP000570,ALM02129,EVT00057,Not Responded,2026-03-07,0,,Yes
RSP000571,ALM02763,EVT00116,Declined,2026-04-08,2,Vegan,Yes
RSP000572,ALM03359,EVT00024,Confirmed,2026-01-10,2,,No
RSP000573,ALM03087,EVT00088,Confirmed,2025-01-27,0,Vegetarian,Not Yet
RSP000574,ALM01426,EVT00089,Tentative,2025-01-10,0,,Yes
RSP000575,ALM00512,EVT00092,Declined,2024-12-19,1,Vegan,Yes
RSP000576,ALM02246,EVT00028,Tentative,2025-12-07,1,,Yes
RSP000577,ALM03290,EVT00121,Declined,2023-12-19,4,,No
RSP000578,ALM00899,EVT00125,Confirmed,2024-06-22,1,,Yes
RSP000579,ALM00099,EVT00139,Confirmed,2025-03-08,4,Gluten-Free,Yes
RSP000580,ALM01179,EVT00083,Not Responded,2026-04-01,0,,Yes
RSP000581,ALM01096,EVT00042,Not Responded,2026-01-19,4,,Not Yet
RSP000582,ALM02621,EVT00061,Declined,2026-02-15,1,,Not Yet
RSP000583,ALM02822,EVT00019,Tentative,2024-04-25,2,,Not Yet
RSP000584,ALM00267,EVT00148,Confirmed,2024-05-03,3,,No
RSP000585,ALM03498,EVT00074,Confirmed,2024-11-17,0,,No
RSP000586,ALM02238,EVT00078,Declined,2024-05-09,0,,No
RSP000587,ALM00084,EVT00071,Tentative,2026-02-06,1,Vegetarian,Yes
RSP000588,ALM03394,EVT00088,Confirmed,2024-12-24,2,,Yes
RSP000589,ALM00656,EVT00055,Tentative,2026-02-27,4,,No
RSP000590,ALM00374,EVT00005,Confirmed,2025-01-14,3,Gluten-Free,Not Yet
RSP000591,ALM02600,EVT00064,Tentative,2025-06-15,0,Vegan,Yes
RSP000592,ALM00002,EVT00089,Confirmed,2025-01-22,0,,Yes
RSP000593,ALM00689,EVT00144,Not Responded,2025-01-09,4,,Yes
RSP000594,ALM01494,EVT00113,Confirmed,2024-10-31,4,Wheelchair Access,No
RSP000595,ALM02824,EVT00001,Declined,2024-08-14,3,,No
RSP000596,ALM01274,EVT00092,Confirmed,2024-11-12,2,,Not Yet
RSP000597,ALM00155,EVT00053,Confirmed,2024-05-23,2,,No
RSP000598,ALM01605,EVT00095,Confirmed,2025-05-12,0,,Not Yet
RSP000599,ALM01611,EVT00029,Tentative,2024-04-20,1,,Not Yet
RSP000600,ALM01582,EVT00135,Confirmed,2024-05-30,3,,Yes
RSP000601,ALM00003,EVT00128,Declined,2025-09-01,0,,No
RSP000602,ALM00619,EVT00113,Confirmed,2024-09-19,1,Vegan,Not Yet
RSP000603,ALM02509,EVT00009,Confirmed,2025-06-19,0,,Not Yet
RSP000604,ALM01901,EVT00041,Tentative,2023-10-28,1,,Yes
RSP000605,ALM01657,EVT00133,Confirmed,2023-12-13,2,,Yes
RSP000606,ALM02198,EVT00107,Confirmed,2024-07-20,3,,Yes
RSP000607,ALM01519,EVT00096,Confirmed,2024-07-27,1,,Yes
RSP000608,ALM00671,EVT00111,Tentative,2024-03-11,3,,Not Yet
RSP000609,ALM01218,EVT00135,Not Responded,2024-04-23,0,,No
RSP000610,ALM00152,EVT00058,Not Responded,2024-12-16,4,,Yes
RSP000611,ALM00811,EVT00127,Confirmed,2024-11-25,1,Vegetarian,Yes
RSP000612,ALM00942,EVT00124,Not Responded,2024-05-08,4,,No
RSP000613,ALM02641,EVT00068,Declined,2024-02-08,4,,No
RSP000614,ALM00347,EVT00085,Confirmed,2025-07-04,1,,Yes
RSP000615,ALM03189,EVT00022,Declined,2025-12-22,3,Vegan,Yes
RSP000616,ALM02490,EVT00009,Declined,2025-06-30,4,,Yes
RSP000617,ALM00431,EVT00001,Confirmed,2024-08-24,3,,Yes
RSP000618,ALM01326,EVT00137,Tentative,2024-03-20,4,Vegetarian,No
RSP000619,ALM00700,EVT00059,Tentative,2024-09-16,2,Gluten-Free,Yes
RSP000620,ALM03034,EVT00088,Confirmed,2025-01-19,2,Gluten-Free,Yes
RSP000621,ALM00796,EVT00013,Confirmed,2024-11-23,2,,Not Yet
RSP000622,ALM00343,EVT00081,Tentative,2024-01-04,0,,No
RSP000623,ALM00013,EVT00016,Tentative,2024-04-17,3,Gluten-Free,Yes
RSP000624,ALM03299,EVT00046,Tentative,2025-04-17,3,,No
RSP000625,ALM00231,EVT00002,Not Responded,2024-11-09,2,,Not Yet
RSP000626,ALM00458,EVT00008,Confirmed,2024-03-26,0,,Yes
RSP000627,ALM02545,EVT00121,Confirmed,2024-01-14,1,Gluten-Free,Not Yet
RSP000628,ALM02230,EVT00061,Confirmed,2026-02-22,2,,Not Yet
RSP000629,ALM00835,EVT00089,Not Responded,2025-02-18,3,Gluten-Free,Yes
RSP000630,ALM00311,EVT00078,Confirmed,2024-06-16,2,,Yes
RSP000631,ALM00275,EVT00061,Tentative,2026-03-06,0,,Yes
RSP000632,ALM00098,EVT00061,Not Responded,2026-03-07,2,Vegan,Yes
RSP000633,ALM02764,EVT00148,Declined,2024-04-28,3,,Not Yet
RSP000634,ALM00222,EVT00049,Not Responded,2024-05-04,2,,Yes
RSP000635,ALM01233,EVT00079,Not Responded,2025-09-16,2,Wheelchair Access,Yes
RSP000636,ALM01843,EVT00148,Declined,2024-05-30,2,,No
RSP000637,ALM00981,EVT00060,Declined,2024-01-31,4,,No
RSP000638,ALM01974,EVT00136,Tentative,2024-09-24,3,Vegetarian,Yes
RSP000639,ALM01707,EVT00092,Confirmed,2024-12-14,4,Vegan,Not Yet
RSP000640,ALM00434,EVT00136,Tentative,2024-09-10,4,,Not Yet
RSP000641,ALM01211,EVT00060,Confirmed,2023-12-28,2,,No
RSP000642,ALM02902,EVT00079,Confirmed,2025-08-23,1,,Yes
RSP000643,ALM03331,EVT00087,Confirmed,2025-03-16,3,,Not Yet
RSP000644,ALM00504,EVT00043,Declined,2026-03-06,1,Vegetarian,No
RSP000645,ALM03343,EVT00066,Confirmed,2025-08-19,1,,No
RSP000646,ALM01197,EVT00019,Confirmed,2024-04-30,3,,Yes
RSP000647,ALM03430,EVT00056,Tentative,2024-10-11,3,,No
RSP000648,ALM03171,EVT00106,Confirmed,2025-03-07,4,,Yes
RSP000649,ALM02668,EVT00099,Declined,2024-11-13,2,,No
RSP000650,ALM00362,EVT00111,Not Responded,2024-01-30,4,Vegan,Yes
RSP000651,ALM00670,EVT00144,Confirmed,2025-02-22,1,,Yes
RSP000652,ALM02193,EVT00097,Confirmed,2024-08-08,2,Wheelchair Access,Not Yet
RSP000653,ALM02009,EVT00018,Declined,2024-07-13,0,,Yes
RSP000654,ALM00055,EVT00003,Confirmed,2025-11-04,2,,Yes
RSP000655,ALM02269,EVT00028,Confirmed,2025-12-14,4,Wheelchair Access,Yes
RSP000656,ALM02666,EVT00052,Confirmed,2025-11-25,0,,Not Yet
RSP000657,ALM02486,EVT00085,Confirmed,2025-07-21,0,Vegetarian,Yes
RSP000658,ALM02221,EVT00010,Declined,2025-11-06,4,Vegetarian,No
RSP000659,ALM00068,EVT00030,Declined,2024-10-18,3,,Yes
RSP000660,ALM03315,EVT00032,Confirmed,2024-09-23,3,,Yes
RSP000661,ALM02479,EVT00133,Confirmed,2024-01-20,4,Vegetarian,Not Yet
RSP000662,ALM01888,EVT00088,Not Responded,2025-01-20,2,,Yes
RSP000663,ALM02503,EVT00149,Tentative,2025-05-12,0,,Not Yet
RSP000664,ALM02815,EVT00034,Not Responded,2024-12-07,3,,Yes
RSP000665,ALM03431,EVT00035,Confirmed,2025-05-09,0,Vegan,Yes
RSP000666,ALM03018,EVT00074,Confirmed,2024-10-18,3,,No
RSP000667,ALM00031,EVT00122,Tentative,2024-03-16,2,,Yes
RSP000668,ALM00803,EVT00048,Confirmed,2024-06-26,2,,Not Yet
RSP000669,ALM01757,EVT00137,Not Responded,2024-02-29,1,Vegetarian,Not Yet
RSP000670,ALM00047,EVT00070,Tentative,2023-09-10,0,,Not Yet
RSP000671,ALM01269,EVT00132,Confirmed,2023-10-31,2,Gluten-Free,No
RSP000672,ALM00466,EVT00068,Confirmed,2024-01-06,3,,Not Yet
RSP000673,ALM01726,EVT00130,Tentative,2024-11-28,3,,Not Yet
RSP000674,ALM00303,EVT00073,Confirmed,2024-12-05,3,,No
RSP000675,ALM00656,EVT00137,Confirmed,2024-02-18,4,,Yes
RSP000676,ALM02954,EVT00149,Confirmed,2025-06-16,1,Gluten-Free,Yes
RSP000677,ALM03243,EVT00040,Confirmed,2026-02-18,4,,Not Yet
RSP000678,ALM02037,EVT00073,Confirmed,2024-12-13,3,Vegan,No
RSP000679,ALM00410,EVT00089,Not Responded,2025-02-04,4,,Yes
RSP000680,ALM01876,EVT00069,Confirmed,2024-02-04,3,,Yes
RSP000681,ALM01880,EVT00046,Declined,2025-05-20,3,Vegan,No
RSP000682,ALM03371,EVT00092,Confirmed,2024-12-15,1,,Not Yet
RSP000683,ALM00491,EVT00022,Not Responded,2025-12-24,1,,Yes
RSP000684,ALM02435,EVT00025,Not Responded,2025-10-29,2,Vegan,Yes
RSP000685,ALM02379,EVT00105,Declined,2025-04-10,4,,Yes
RSP000686,ALM00382,EVT00142,Not Responded,2026-03-10,1,Vegan,Yes
RSP000687,ALM01462,EVT00066,Declined,2025-08-21,0,,Not Yet
RSP000688,ALM02265,EVT00015,Declined,2024-07-01,1,Gluten-Free,No
RSP000689,ALM03285,EVT00084,Tentative,2025-07-18,0,,Not Yet
RSP000690,ALM02968,EVT00089,Not Responded,2025-02-02,4,Vegetarian,Yes
RSP000691,ALM01180,EVT00065,Confirmed,2024-03-10,2,,Yes
RSP000692,ALM03261,EVT00111,Tentative,2024-01-30,4,,Yes
RSP000693,ALM00018,EVT00147,Confirmed,2025-02-22,3,,Yes
RSP000694,ALM00599,EVT00085,Tentative,2025-08-07,0,,No
RSP000695,ALM01282,EVT00120,Confirmed,2026-01-03,2,,Yes
RSP000696,ALM01444,EVT00068,Not Responded,2024-02-04,1,,Yes
RSP000697,ALM03384,EVT00025,Confirmed,2025-10-28,4,,Yes
RSP000698,ALM01383,EVT00070,Confirmed,2023-09-12,3,,No
RSP000699,ALM00552,EVT00064,Confirmed,2025-06-13,0,,Yes
RSP000700,ALM03169,EVT00082,Confirmed,2025-09-13,4,,Not Yet
RSP000701,ALM02549,EVT00093,Confirmed,2025-08-10,3,,Not Yet
RSP000702,ALM00616,EVT00080,Confirmed,2025-06-30,3,,Yes
RSP000703,ALM02995,EVT00142,Declined,2026-03-04,0,,Not Yet
RSP000704,ALM01374,EVT00019,Not Responded,2024-05-12,4,Vegan,Yes
RSP000705,ALM03156,EVT00114,Confirmed,2023-11-28,3,,Yes
RSP000706,ALM01536,EVT00076,Confirmed,2025-06-06,3,Wheelchair Access,Not Yet
RSP000707,ALM02833,EVT00004,Confirmed,2023-12-18,0,,Not Yet
RSP000708,ALM03110,EVT00095,Tentative,2025-04-05,0,,Not Yet
RSP000709,ALM02557,EVT00049,Confirmed,2024-06-02,3,,Yes
RSP000710,ALM01863,EVT00122,Declined,2024-04-07,3,,Not Yet
RSP000711,ALM01879,EVT00091,Confirmed,2025-04-29,3,,Yes
RSP000712,ALM02510,EVT00042,Declined,2025-12-03,0,,Not Yet
RSP000713,ALM02800,EVT00107,Declined,2024-06-29,1,Gluten-Free,Yes
RSP000714,ALM00024,EVT00068,Confirmed,2024-01-07,4,,No
RSP000715,ALM01167,EVT00092,Confirmed,2024-11-05,2,Vegetarian,Not Yet
RSP000716,ALM03061,EVT00119,Declined,2025-07-26,1,,Yes
